acceptedName_TNRS	acceptedSpecies_TNRS	treeName	acronym	acronym.v2	synonyms	commonName	origName_MOR	MOR_canidList	origName_PMN	PMN_canidList	origName_match	Annot	AnnotBy	AnnotDate	Family	primarySource	secondarySource	seedMass	LDMC	SLA	LNC	LCC	LPC	SDMC	circularity	flowerHeight	vegetativeHeight	leafLength	leafThickness	leafWidth	petioleLength	lifeCycle	lifeCycleCoded	Lifeform	dispersalMode	pollinationMode	bloomSeason	floweringStart	floweringStartcoded	floweringEnd	floweringPeriod	photosyntheticPathway	flowerColor	flowerStructure	fruit	inflorescence	rootTypes	adventitious	primary	bulbs	corms	fibrous	rhizomes	stolons	tubers	sex	commonness	habit	habitClean	woody	nFixer	wis_IL	wis_MN	WI_Good2C_Min	WI_Good2C_Max	WI_Mean2C	Kew_Jan2014_2C	Kew_Jun2015_2C	genome_Use	atFermi	atSchulenberg	Adapt_CoarseSoils	Adapt_FineSoils	Adapt_MediumSoils	FireResistant	FireTolerance	FloweringSeason	FruitSeed_Begin	FruitSeed_End	FruitSeed_Persistence	GerminationEfficiency	GrowthForm	LeafArea	LeafDryMass_CompoundLft	LeafPhenology	LeafRetention	LeafType	FunctType_Biome_BGC1	FunctType_Biome_BGC2	FunctType_LPJ_DGVM1	FunctType_LPJ_DGVM2	FunctType_Sheffield_DGVM1	FunctType_Sheffield_DGVM2	FunctType_Sheffield_DGVM3	Lifespan	marlinV12	PIZZO_Code	pizzo.seed	pizzo.plug
Gentianella quinquefolia	Gentianella quinquefolia	Gentianella quinquefolia	genqui	genqui	Gentiana quinquefolia	Agueweed		Include	Gentianella quinquefolia	Include		"0, listed as prairie sp in TallgrassRH"	MCG	11/18/2015	Gentianaceae	MOR			268.4					381.8		38.55	31.9		0.16			ABP	2				Autumnal	August	8	October	3	C3	blue;violet	complete;regular	capsule	dischasium	primary	0	1	0	0	0	0	0	0	perfect	occasional	F	F	H	0	FAC	FAC							N	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	** SPLICE **	Yellow	1	
Geranium maculatum	Geranium maculatum	Geranium maculatum	germac	germac		Spotted Crane's-Bill	Geranium maculatum		Geranium maculatum		1	woodland species	MG	6/16/2015	Geraniaceae	UW		6.2856	209	369	2.45	45.26	0.37	149	0.1		20.36	11.22	0.24	13.88	97.53	P		geophytes	Launching	Biotic Unspecialized	Vernal	April		June	3	C3	violet	complete;regular	other	corymb	primary;adventitious;rhizomes	Y	Y				Y			perfect	common	F		H	0	FACU	FACU	4.3					4.3	Y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	** SPLICE **		#N/A	#N/A
Geum aleppicum	Geum aleppicum	Geum aleppicum		0		Yellow Avens			Geum aleppicum			wetland specialist	"MG, MCG"	6/16/2015	Rosaceae			1.1118														P										C3	yellow	complete;regular	achene	solitary	primary;adventitious;rhizomes	Y	Y				Y			perfect	occasional	F	F		0	FACW	FAC							N		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0			#N/A	#N/A
Geum triflorum	Geum triflorum	Geum triflorum	geutri	geutri		Prairie Smoke	Geum triflorum		Geum triflorum	Include	1	sand gravel specialist sometimes found in moist meadows	MCG	9/24/2015	Rosaceae	UW		0.6441	387.7	98	1.39	43.89		266.9	0.03	33.91	23.23	13.68	0.43	5.75	63.63	P		hemicryptophytes	Wind	Biotic Specialized	Vernal	April		June	3	C3	violet	complete;regular	achene	corymb	primary;adventitious;rhizomes	Y	Y				Y			perfect	occasional	F	F	H	0	FACU	FACU	3.3					3.3	N		1	1	1	1	1	1	1	1	1	1	1	9	9	0	1	1	0	0	0	0	0	0	0	1			#N/A	#N/A
Glyceria striata	Glyceria striata	Glyceria striata	glystr	glystr		Fowl Manna Grass			Glyceria striata			wetland specialist	MG	6/16/2015	Poaceae	UW		0.1574	308	359	2.88	44.52		375	0.05	74.67	64.17	23.44	0.14	0.45	0	P		hemicryptophytes	Unassisted	Abiotic	Aestival	July		August	2	C3		complete	grain	panicle	adventitious;fibrous	Y				Y				perfect		G	G	H	0	OBL	OBL	1.8	2.3	2.1			2.1	Y		1	1	1	1	1	2	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	seq		#N/A	#N/A
Glycyrrhiza lepidota	Glycyrrhiza lepidota	Glycyrrhiza lepidota		0		American Licorice			Glycyrrhiza lepidota			"N fix, north america"	MG	6/16/2015	Fabaceae																	P										C3	yellow;white	complete;irregular	legume	raceme	primary		Y							perfect	occasional				1	FACU	FACU							N																												#N/A	#N/A
Helenium autumnale		Helenium autumnale		HELAUT		Common Sneezeweed		Include				"0, new, FACW, listed as prairie sp in TallgrassRH"	MCG	11/18/2015	Asteraceae	UW		0.5	253.9	145.8				374.9	0.33	112.58	111.63	6.53	0.34	1.17		P	3	hemicryptophytes	Water	Biotic Unspecialized	Autumnal	August	8	October	3	C3	yellow	complete;regular;irregular	achene	head	adventitious;fibrous	1	0	0	0	1	0	0	0	perfect;unisexual;monoecious	common	F	F	H	0	FACW										1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	seq	Green	1	1
Helenium flexuosum	Helenium flexuosum	Helenium flexuosum	helfle	helfle	Helenium nudiflorum	Purple-Head Sneezeweed		Include	Helenium flexuosum	Include		0			Asteraceae			0.2268									97.54					P	3				Aestival	June	6	September	4	C3	yellow;violet;others	complete;regular;irregular	achene	corymb;head	adventitious;fibrous	1	0	0	0	1	0	0	0	perfect	common	F	F	H	0	FAC	FAC							N	N	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	genus	Yellow	1	
Helianthus divaricatus	Helianthus divaricatus	Helianthus divaricatus	heldiv	heldiv		Woodland Sunflower	Helianthus divaricatus	Include				"0, non native to MN"	MG	6/17/2015	Asteraceae																	P	3				Aestival	July	7	September	3	C3		complete;regular;irregular	achene	head	adventitious;fibrous;rhizomes	1	0	0	0	1	1	0	0	perfect	common	F	F	H	0	UPL	UPL							N	N																									seq	Green	1	1
Helianthus giganteus	Helianthus giganteus	Helianthus giganteus		0		Giant Sunflower			Helianthus giganteus			IL Endangered per WI Atlas found on mesic prairies	MCG	9/22/2015	Asteraceae			3.228									300					P						August		September	2	C3	yellow	complete;regular;irregular	achene	head	adventitious;rhizomes	Y					Y			perfect	rare	F	F	H	0	FACW	FACW							N		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	seq		1	1
Helianthus grosseserratus	Helianthus grosseserratus	Helianthus grosseserratus	helgro	helgro		Saw-Tooth Sunflower	Helianthus grosseserratus		Helianthus grosseserratus		1	aggressive	ah	5/19/2015	Asteraceae	UW		1.3983	331.9	104.9	2.46	42.16		409.2	0.29	171.43	168.79	12.43	0.37	2.38	16.13	P		hemicryptophytes	Internal animal	Biotic Unspecialized	Aestival	July		October	4	C3	yellow	complete;regular;irregular	achene	head	adventitious;fibrous;rhizomes	Y				Y	Y			perfect	common	F	F	H	0	FACW	FACW	7.8					7.8	Y		1	1	1	1	1	1	1	1	1	0	1	2	0	0	1	1	0	0	0	0	0	0	0	1	seq		#N/A	#N/A
Helianthus maximiliani	Helianthus maximiliani	Helianthus maximiliani		0		Maximilian Sunflower			Helianthus maximiliani			north america			Asteraceae			2.0017									152.4					P										C3	yellow	complete;regular;irregular	achene	head	adventitious;fibrous;rhizomes	Y				Y	Y			perfect	occasional	F	F		0	UPL	UPL							N		1	1	1	1	1	1	1	1	1	3	1	0	0	0	1	0	0	0	0	0	0	0	0	1			#N/A	#N/A
Helianthus mollis	Helianthus mollis	Helianthus mollis	helmol	helmol		Dowy Sunflower	Helianthus mollis	Include	Helianthus mollis	Include	1	0	MG	6/16/2015	Asteraceae	MOR		4.8	282.5	117.2					0.49	101.86	84.69	8.69	0.65	3.9		P	3				Autumnal	August	8	September	2	C3	yellow	complete;regular;irregular	achene	head	adventitious;fibrous;rhizomes	1	0	0	0	1	1	0	0		common	F	F	H	0	UPL	UPL							Y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	seq	Green	1	1
Helianthus occidentalis	Helianthus occidentalis	Helianthus occidentalis	helocc	helocc		Few-Leaf Sunflower	Helianthus occidentalis	Include	Helianthus occidentalis	Include	1	0	MG	6/16/2015	Asteraceae	MOR		2.405	320.9					411.9		83.78	65.13		0.42		16.64	P	3				Aestival	July	7	September	3	C3	yellow	complete;regular;irregular	achene	head	adventitious;rhizomes	1	0	0	0	0	1	0	0	perfect	common	F	F	H	0	FACU	FACU	13					13	Y	Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	seq	Green	1	1
Helianthus pauciflorus	Helianthus pauciflorus	Helianthus pauciflorus		0	Helianthus rigidus		Helianthus pauciflorus		Helianthus pauciflorus		1	synonym	"MG, MCG"	6/15/2015	Asteraceae			7.77														P										C3	yellow	complete;regular;irregular	achene	head	adventitious;rhizomes	Y					Y			perfect	occasional				0									Y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	** SPLICE **		#N/A	#N/A
Helianthus pauciflorus subsp. pauciflorus	Helianthus pauciflorus	Helianthus pauciflorus	helpau	helpau	Helianthus rigidus	Prairie Sunflower	Helianthus rigidus	Include		Include		"0, found in W to D prairies per ILPIN"	MCG	9/24/2015	Asteraceae	MOR			354.4					488.8		139.63	114.88		0.66		21.47	P	3			Biotic Unspecialized	Aestival	July	7	September	3	C3	yellow	complete;regular;irregular	achene	head	adventitious;rhizomes	1	0	0	0	0	1	0	0	perfect	occasional	F	F	H	0	UPL	UPL							Y	Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	** SPLICE **	Green	1	1
Helianthus strumosus		Helianthus strumosus		HELSTR		Pale-leaved Sunflower		Include				"0, new, per WI Atlas found in M prairies"	MCG	9/22/2015	Asteraceae	UW		3.6556	283	217			0.24	342	0.37	104.37	99.75	10.63	0.5	3.03	6.73	P	3	geophytes	Internal animal	Biotic Unspecialized	Aestival	July	7	September	3	C3	yellow	complete;regular;irregular	achene	head	adventitious;fibrous;rhizomes;tubers	1	0	0	0	1	1	0	1	perfect	common	F	F	H	0	FACU										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	genus	Green	1	1
Helianthus tuberosus				0		Jerusalem Artichoke		Include				"0, new, per WI Atlas"	MCG	9/22/2015	Asteraceae	MOR		3.8987	370.8		3.39		0.37	442.6		164.13	148.03		0.35		19.31	P	3	geophytes		Biotic Unspecialized	Autumnal	August	8	October	3	C3	yellow	complete;regular;irregular	achene	head	adventitious;fibrous;rhizomes;tubers	1	0	0	0	1	1	0	1	perfect	common	F	F	H	0	FACU										1	1	1	1	1	2	1	1	1	0	1	5	0	0	1	1	0	0	0	0	0	0	0	1	genus	Red		
Heliopsis helianthoides	Heliopsis helianthoides	Heliopsis helianthoides	helhel	helhel		Smooth Oxeye	Heliopsis helianthoides	Include	Heliopsis helianthoides	Include	1	"0, listed as prairie sp in TallgrassRH"	MCG	11/18/2015	Asteraceae	UW		3.5448	239.6	19	2.97	41.59		285.9	0.43	92.12	82.49	9.3	0.32	5.54	13.78	P	3	hemicryptophytes	Unassisted/Endozoochory	Biotic Unspecialized	Aestival	July	7	September	3	C3	yellow	complete;incomplete;no sepals;regular;irregular	achene	head	adventitious;fibrous	1	0	0	0	1	0	0	0	perfect;unisexual;monoecious	common	F	F	H	0	FACU	FACU	4.7	6.1	5.4			5.4	Y																										seq	Green	1	1
Heracleum maximum	Heracleum maximum	Heracleum maximum		0		American Cow-Parsnip			Heracleum maximum			woodland species	MG	6/16/2015	Apiaceae																	P										C3	white	complete;incomplete;not sepals;regular;irregular	schizocarp	umbel	primary		Y							perfect	occasional				0	FACW	FACW							Y																												#N/A	#N/A
Hesperostipa spartea	Hesperostipa spartea	Hesperostipa spartea	hesspa	hesspa	Stipa spartea	Porcupine Grass	Stipa spartea	Include	Stipa spartea	Include	1	0			Poaceae	UW		1.6435	522.2	65.8	2.42	44.51		36.6	0.01	97.91	71.78	34.73	0.33	0.33		P	3	hemicryptophytes	Animal	Abiotic	Vernal	May	5	June	2	C3		complete	grain	panicle	adventitious;fibrous	1	0	0	0	1	0	0	0	perfect	occasional	G	G	H	0	UPL	UPL	4.7	4.8	4.8			4.8	Y		0	0	0	0	0	0	0	0	0	0	0	27	27	1	0	2	1	1	1	1	1	1	1	0	seq	Orange	1	
Heuchera richardsonii	Heuchera richardsonii	Heuchera richardsonii	heuric	heuric		Richardson's Alumroot	Heuchera richardsonii	Include	Heuchera richardsonii	Include	1	"0, listed as prairie sp in TallgrassRH"	MCG	11/18/2015	Saxifragaceae	UW		0.3348	374.6	122	1.29	46.48		333.8	0.37	64.58	23.98	7.4	0.32	7.21	153.5	P	3	hemicryptophytes	Wind	Biotic Specialized	Aestival	June	6	July	2	C3	green	complete;irregular	capsule	panicle	primary	0	1	0	0	0	0	0	0	perfect	occasional	F	F	H	0	FACU	FACU							Y		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	seq	Green	1	1
Hierochloe odorata	Hierochloe odorata	Hierochloe odorata	hieodo	hieodo		Sweet Grass	Hierochloe odorata	Include	Hierochloe odorata	Include	1	0			Poaceae	TRY		0.9609	192	418.7							55.48					P	3	hemicryptophytes		Abiotic	Vernal	May	5	June	2	C3		complete	grain	panicle	adventitious;rhizomes	1	0	0	0	0	1	0	0	perfect;unisexual;monoecious	occasional	G	G	H	0	FACW	FACW							N	Y	1	1	1	1	1	2	1	1	1	0	1	5	0	1	1	1	0	0	0	0	0	0	0	1	seq	Green	1	1
Hordeum jubatum	Hordeum jubatum	Hordeum jubatum		0		Fox-Tail Barley			Hordeum jubatum			non native	"MG, MCG"	6/15/2015	Poaceae																	P										C3		complete	grain	spike	adventitious;fibrous	Y				Y				perfect;other	common				0	FAC	FAC							Y																												#N/A	#N/A
Hypericum majus	Hypericum majus	Hypericum majus	hypmaj	hypmaj		Greater Canadian St. John's-Wort			Hypericum majus			"wetland specialist, uncommon"	"MG, MCG"	7/15/2015	Hypericaceae			0.01									0.7					AP		hemicryptophytes		Biotic Unspecialized						C3	yellow	complete;regular	capsule	dichasium	primary		Y							perfect	uncommon	F	F	H	0	FACW	FACW							N		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0			#N/A	#N/A
Hypericum mutilum				0		Weak St. John's Wort						sand specialist	MCG	9/22/2015	Hypericaceae												79.25																					Y										F	F			FACW										1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	seq		#N/A	#N/A
Hypericum punctatum	Hypericum punctatum	Hypericum punctatum	hyppun	hyppun		Spotted St. John's-Wort	Hypericum punctatum	Include	Hypericum punctatum	Include	1	"0, listed as prairie sp in TallgrassRH"	MCG	11/18/2015	Hypericaceae	TRY		0.04									91.44					P	3				Aestival	July	7	August	2	C3	orange;yellow	complete;regular	capsule	dichasium	primary	0	1	0	0	0	0	0	0	perfect	common	F	F	H	0	FAC	FAC							Y	Y	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	seq	Green	1	1
Hypericum pyramidatum	Hypericum pyramidatum	Hypericum pyramidatum	hyppyr	hyppyr	Hypericum ascyron	Great St. John's Wort		Include	Hypericum pyramidatum	Include		0			Hypericaceae	MOR		0.12	295.3	145.2				294	0.4	110.17	105.32	5.94	0.26	1.78		P	3				Aestival	July	7	August	2	C3	yellow	complete;regular	capsule	dischasium;solitary;few	primary	0	1	0	0	0	0	0	0	perfect	occasional	F	F	H	0	FAC								N	Y	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	seq	Green	1	1
Hypericum sphaerocarpum	Hypericum sphaerocarpum	Hypericum sphaerocarpum	hypsph	hypsph		Round-Seed St. John's-Wort	Hypericum sphaerocarpum	Include	Hypericum sphaerocarpum	Include	1	0			Hypericaceae	TRY		0.71														P	3				Aestival	June	6	September	4	C3	yellow	complete;regular	capsule	dichasium	primary;adventitious;rhizomes	1	1	0	0	0	1	0	0	perfect		F/SS	SS	W	0	FACU	FACU							Y	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	seq	Yellow	1	
Hypoxis hirsuta	Hypoxis hirsuta	Hypoxis hirsuta	hyphir	hyphir		Eastern Yellow Star-Grass	Hypoxis hirsuta	Include		Include		"0, listed as prairie sp in TallgrassRH"	MCG	11/18/2015	Hypoxidaceae	TRY		0.3178									22.86					P	3				Vernal	April	4	June	3	C3	yellow	complete;regular	capsule	umbel	adventitious;rhizomes;corms	1	0	0	1	0	1	0	0	perfect	occasional	F	F	H	0	FAC	FAC							Y	Y	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	seq	Yellow	1	
Iliamna remota	Iliamna remota	Iliamna remota		0		Kankakee-Mallow	Iliamna remota		Iliamna remota		1	"wetland specialist, IL Endangered, aggressive"	MCG	7/15/2015	Malvaceae																	P										C3	red;violet	complete;regular	schizocarp	solitary	adventitious;rhizomes	Y					Y			perfect	rare				0	FAC	FAC							N																												#N/A	#N/A
Impatiens capensis	Impatiens capensis	Impatiens capensis	impcap	impcap		Spotted Touch-Me-Not			Impatiens capensis			wetland specialist	MG	6/15/2015	Balsaminaceae	UW		5.6536	181	621	4.44	48.24	0.26	80	0.64	80.33	84.42	6.01	0.17	3.17	15.91	A		therophytes	Bristle contraction	Biotic Unspecialized	Aestival	June		September	4	C3	orange	complete;irregular	capsule	raceme	primary		Y							perfect	common	F		H	0	FACW	FACW	1.7					1.7	Y		1	1	1	1	1	2	1	1	1	0	1	7	6	0	1	1	0	0	1	1	1	1	1	1	seq		#N/A	#N/A
Impatiens pallida	Impatiens pallida	Impatiens pallida		0		Pale Touch-Me-Not			Impatiens pallida			wetland specialist	MG	6/15/2015	Balsaminaceae	UW		20.1364	155	1007	4.36	48.03	0.27	74	0.59	86.29	87.17	11.43	0.12	6.14	28.11	A		therophytes	Bristle contraction	Biotic Unspecialized	Aestival	June		September	4	C3	yellow	complete;irregular	capsule	raceme	primary		Y							perfect	occasional				0	FACW	FACW	0.8					0.8	Y		1	1	1	1	1	1	1	1	1	0	1	10	0	0	1	1	0	0	0	0	0	0	0	1			#N/A	#N/A
Iris versicolor	Iris versicolor	Iris versicolor		0		Harlequin Blueflag			Iris versicolor			wetland specialist	MG	6/15/2015	Iridaceae	UW		15.02	170	199	1.86	45.46			0.09	63.67	80.17	69.71	0.35	1.81	0	P		helophytes	Water	Biotic Unspecialized	Aestival	June		July	2							Y													0	OBL	OBL	2.1					2.1	N																												#N/A	#N/A
Iris virginica	Iris virginica	Iris virginica		0		Virginia Blueflag	Iris virginica var. shrevei		Iris virginica var. shrevei		1	wetland specialist	ah		Iridaceae																	P											blue;violet;others	complete;regular	capsule	solitary	adventitious;rhizomes	Y					Y			perfect	common	F	F	H	0	OBL	OBL							N																												#N/A	#N/A
Juncus arcticus	Juncus arcticus	Juncus arcticus		0	Juncus balticus				Juncus balticus			wetland specialist	MG	6/15/2015	Juncaceae			0.04		44.1	2.23						20															C3						Y										G	G	H	0									N		0	0	0	0	0	0	0	0	0	0	0	3	1	5	0	7	1	1	1	1	1	1	1	0			#N/A	#N/A
Juncus canadensis	Juncus canadensis	Juncus canadensis	juncan	juncan		Canadian Rush			Juncus canadensis			wetland specialist	MG	6/15/2015	Juncaceae			0.0383									108.77					P										C3	green;others	complete;regular	capsule	other		Y								perfect	occasional	G	G	H	0	OBL	OBL							Y		1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1			#N/A	#N/A
Juncus dudleyi	Juncus dudleyi	Juncus dudleyi	jundud	jundud		Dudley's Rush	Juncus dudleyi	Include	Juncus dudleyi	Include	1	0	"MG, MCG"	6/15/2015	Juncaceae	MOR	TRY	0.01						518		81.47	15.4		0.09			P	3	hemicryptophytes		Abiotic	Aestival	June	6	October	5	C3	green;others	complete;regular	capsule	dichasium;other		0	0	0	0	0	0	0	0	perfect	occasional	G	G	H	0	FACW	FACW							Y	Y	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	seq	Green	1	1
Juncus effusus	Juncus effusus	Juncus effusus		0		Lamp Rush			Juncus effusus			wetland specialist	MG	6/15/2015	Juncaceae			0.0225	305.4	87.3	1.37		0.18				82.04							hemicryptophytes		Abiotic						C3						Y										G	G	H	0	OBL	OBL							Y		1	1	1	1	1	2	1	1	1	4	1	8	0	1	1	1	0	0	0	0	0	0	0	1			#N/A	#N/A
Juncus interior		Juncus interior		JUNINT		Inland Rush		Include				"0, new, per WI Atlas & IL wildf found in M prairies"	MCG	9/25/2015	Juncaceae			0.016									90.72					P	3			Abiotic		June	6	October	5	C3	green;white	complete;regular	capsule	dischasium;other		0	0	0	0	0	0	0	0	perfect	common	G	G	H	0	FAC										1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	seq	Green	1	1
